"","Gene_name","Description","log2FC_post-pre","q-value"
"1006","PSMD9","26S proteasome non-ATPase regulatory subunit 9",0.06474587469976,0.302762299648598
"1007","RAP1A","Ras-related protein Rap-1A",0.0645828035987179,0.115253600265876
"1008","TRIM63","E3 ubiquitin-protein ligase TRIM63",0.0643250000596787,0.39682727620023
"1009","STXBP3","Syntaxin-binding protein 3",0.0643173746245242,0.240208480566626
"1010","GRPEL1","GrpE protein homolog 1, mitochondrial",0.0641427342599563,0.263446329659887
"1011","PHKG1","Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform",0.0641256349628527,0.472702635030114
"1012","INPP1","Inositol polyphosphate 1-phosphatase",0.0640970269349452,0.457792921013269
"1013","RANBP1","Ran-specific GTPase-activating protein",0.0639712182366328,0.303269207464451
"1014","FUCA1","Tissue alpha-L-fucosidase",0.0637433682029744,0.429181376710848
"1015","KIF5B","Kinesin-1 heavy chain",0.0636869491541265,0.189300100919592
"1016","AZGP1","Zinc-alpha-2-glycoprotein",0.0634261226540112,0.49664218433673
"1017","ALPK3","Alpha-protein kinase 3",0.0631586650666467,0.368926555997554
"1018","LARS2","Leucine--tRNA ligase, mitochondrial",0.0631165234657995,0.470695626355158
"1019","SHOC2","Leucine-rich repeat protein SHOC-2",0.0631055273920467,0.432677983778284
"1020","UBE3C","Ubiquitin-protein ligase E3C",0.0630891854950217,0.428127235176705
"1021","BNIP1","Vesicle transport protein SEC20",0.063082870260958,0.386720724935273
"1022","PRKACA","cAMP-dependent protein kinase catalytic subunit alpha",0.0630505130592027,0.136190784240476
"1023","TOM1L2","TOM1-like protein 2",0.0629179455713587,0.274614213053187
"1024","FKBP2","Peptidyl-prolyl cis-trans isomerase FKBP2",0.0628735995702385,0.317110142468839
"1025","PAFAH1B1","Platelet-activating factor acetylhydrolase IB subunit beta",0.0626353368554788,0.172895172595997
"1026","ACAD9","Complex I assembly factor ACAD9, mitochondrial",0.0625135579377005,0.439148100372087
"1027","STUB1","E3 ubiquitin-protein ligase CHIP",0.0625113730555835,0.205169277618073
"1028","PRKN","E3 ubiquitin-protein ligase parkin",0.0623490935584208,0.409993965444199
"1029","VPS36","Vacuolar protein-sorting-associated protein 36",0.0623084385425869,0.458645306250124
"1030","POTEE","POTE ankyrin domain family member E",0.062110340852124,0.472368056197952
"1031","CAPN3","Calpain-3",0.0620115486389903,0.194544956403934
"1032","IGHG3","Immunoglobulin heavy constant gamma 3",0.0616370743196502,0.414102461412064
"1033","RPS3","40S ribosomal protein S3",0.0616150593024294,0.24420748462023
"1034","MRPS18B","28S ribosomal protein S18b, mitochondrial",0.0615807114702793,0.407289886838246
"1035","WARS1","Tryptophan--tRNA ligase, cytoplasmic",0.0615326890610106,0.277716997954209
"1036","UQCRB","Cytochrome b-c1 complex subunit 7",0.0611075048669818,0.370861274903013
"1037","COX6A2","Cytochrome c oxidase subunit 6A2, mitochondrial",0.0610577867787541,0.412061670600146
"1038","L3HYPDH","Trans-3-hydroxy-L-proline dehydratase",0.0610538054345788,0.450003803100522
"1039","HNRNPL","Heterogeneous nuclear ribonucleoprotein L",0.0610199689383801,0.171860387839164
"1040","TIMM23","Mitochondrial import inner membrane translocase subunit Tim23",0.0608819981888917,0.472958815067408
"1041","RAB11B","Ras-related protein Rab-11B",0.0608396573558814,0.219356088417313
"1042","NFU1","NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",0.0606953604879994,0.356376983547505
"1043","LIMS1","LIM and senescent cell antigen-like-containing domain protein 1",0.0605583424317064,0.324876659798134
"1044","ABLIM2","Actin-binding LIM protein 2",0.0605110200466168,0.154001459998065
"1045","RCC1","Regulator of chromosome condensation",0.0602997777662839,0.368926555997554
"1046","PML","Protein PML",0.0602108553771004,0.370601263220121
"1047","AKR1A1","Aldo-keto reductase family 1 member A1",0.060197833421185,0.262716289917371
"1048","RPL19","60S ribosomal protein L19",0.0599943840095456,0.515987144258073
"1049","CYC1","Cytochrome c1, heme protein, mitochondrial",0.0597360680184238,0.39682727620023
"1050","CMPK1","UMP-CMP kinase",0.059637226163245,0.243743491481679
"1051","ATPAF1","ATP synthase mitochondrial F1 complex assembly factor 1",0.0595439931047892,0.390997509448038
"1052","APPL1","DCC-interacting protein 13-alpha",0.0594165838270282,0.129911062704953
"1053","RPLP2","60S acidic ribosomal protein P2",0.0593514957840711,0.244685334438125
"1054","CDH13","Cadherin-13",0.0590558034562747,0.226922888309743
"1055","MTM1","Myotubularin",0.059018443754848,0.300209774211445
"1056","NDUFS8","NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",0.0589932520783378,0.322036181797148
"1057","UACA","Uveal autoantigen with coiled-coil domains and ankyrin repeats",0.0589851977684237,0.377927630388195
"1058","ZRANB2","Zinc finger Ran-binding domain-containing protein 2",0.0588889002831632,0.293725046822744
"1059","CUTC","Copper homeostasis protein cutC homolog",0.0586533458786906,0.33956494884888
"1060","HIKESHI","Protein Hikeshi",0.0586020511117482,0.303269207464451
"1061","ABHD16A","Phosphatidylserine lipase ABHD16A",0.0585521383546066,0.377084898578136
"1062","PPP6R3","Serine/threonine-protein phosphatase 6 regulatory subunit 3",0.0578656075753372,0.279684317867942
"1063","TMEM70","Transmembrane protein 70, mitochondrial",0.0573376629760318,0.431370818232384
"1064","FLOT2","Flotillin-2",0.0572617249790923,0.304523218847617
"1065","MYG1","MYG1 exonuclease",0.0569656984771267,0.341489998635662
"1066","TBCB","Tubulin-folding cofactor B",0.0567712541346221,0.336325403705304
"1067","TPRKB","EKC/KEOPS complex subunit TPRKB",0.0567231370139218,0.428187932187652
"1068","VPS26A","Vacuolar protein sorting-associated protein 26A",0.0565152259265105,0.271529620209951
"1069","PRRC2A","Protein PRRC2A",0.0564763180683556,0.493953166417346
"1070","SETD7","Histone-lysine N-methyltransferase SETD7",0.0564047951742417,0.330981373682967
"1071","DMAC2L","ATP synthase subunit s, mitochondrial",0.0563914081125851,0.400730799718669
"1072","CCDC28B","Coiled-coil domain-containing protein 28B",0.0563795487024237,0.474184660838894
"1073","NDUFAF5","Arginine-hydroxylase NDUFAF5, mitochondrial",0.0562631621138738,0.322784784363546
"1074","ARHGAP17","Rho GTPase-activating protein 17",0.0561994692818679,0.29524696537389
"1075","SNF8","Vacuolar-sorting protein SNF8",0.0559546525893637,0.380674327508947
"1076","RPN2","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2",0.0559497451685651,0.400702423454099
"1077","PPIL3","Peptidyl-prolyl cis-trans isomerase-like 3",0.0559443999316045,0.366193185648447
"1078","P4HA1","Prolyl 4-hydroxylase subunit alpha-1",0.0559045410816541,0.464897591913867
"1079","SPG7","Paraplegin",0.0558871629192588,0.323046863424498
"1080","PLEC","Plectin",0.0558561181878332,0.3055823472821
"1081","UBAC1","Ubiquitin-associated domain-containing protein 1",0.0557826863498008,0.261276722371596
"1082","DNAJB11","DnaJ homolog subfamily B member 11",0.0556515959112023,0.458645306250124
"1083","GNG12","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12",0.055649408976878,0.388883005626106
"1084","RPL15","60S ribosomal protein L15",0.0555625762891179,0.342067801941956
"1085","COQ5","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",0.0554312947320081,0.405417011179768
"1086","CCDC51","Mitochondrial potassium channel",0.0553934052459883,0.370861274903013
"1087","RABGGTA","Geranylgeranyl transferase type-2 subunit alpha",0.0553606703447365,0.294833750205676
"1088","CD2AP","CD2-associated protein",0.0552350717462993,0.469753792715682
"1089","RPS8","40S ribosomal protein S8",0.0552216535125574,0.429181376710848
"1090","SLC25A4","ADP/ATP translocase 1",0.054974487941589,0.39682727620023
"1091","COMT","Catechol O-methyltransferase",0.0549396552448727,0.370861274903013
"1092","RALB","Ras-related protein Ral-B",0.0549143088887405,0.447099049209823
"1093","IGFBP7","Insulin-like growth factor-binding protein 7",0.0548747279082917,0.466136338545582
"1094","TNFAIP2","Tumor necrosis factor alpha-induced protein 2",0.0548628013099748,0.450964700873057
"1095","LDHA","L-lactate dehydrogenase A chain",0.0547877109286219,0.533145095250035
"1096","AFM","Afamin",0.0546422824100024,0.504447713826936
"1097","SCFD2","Sec1 family domain-containing protein 2",0.0542196452669153,0.310494323906647
"1098","SLC27A1","Long-chain fatty acid transport protein 1",0.0541815663651981,0.320184861368154
"1099","MTX2","Metaxin-2",0.0541708073810661,0.303269207464451
"1100","STX7","Syntaxin-7",0.054068343984385,0.436945372214181
"1101","TNNI2","Troponin I, fast skeletal muscle",0.0539091158785041,0.575382933852542
"1102","GATD1","Glutamine amidotransferase-like class 1 domain-containing protein 1",0.053802128562717,0.380674327508947
"1103","NADK2","NAD kinase 2, mitochondrial",0.0536956974245602,0.303269207464451
"1104","RRAS","Ras-related protein R-Ras",0.0536637909498747,0.303205022009313
"1105","DARS2","Aspartate--tRNA ligase, mitochondrial",0.0535906624350986,0.401652615920689
"1106","LRRC2","Leucine-rich repeat-containing protein 2",0.0535862293480989,0.435133836516193
"1107","ARCN1","Coatomer subunit delta",0.0535531566023657,0.38454019945913
"1108","ECHS1","Enoyl-CoA hydratase, mitochondrial",0.0535525091906024,0.422715513036503
"1109","NDUFAF4","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4",0.0534963860602602,0.388883005626106
"1110","RAB10","Ras-related protein Rab-10",0.0534505254402742,0.200842471246582
"1111","COX6B1","Cytochrome c oxidase subunit 6B1",0.0534449024793915,0.380882174538766
"1112","NDUFV1","NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",0.05340090818774,0.395951032810477
"1113","COPG1","Coatomer subunit gamma-1",0.0533752796957252,0.402940079302159
"1114","CS","Citrate synthase, mitochondrial",0.053364875189132,0.368926555997554
"1115","ACAA1","3-ketoacyl-CoA thiolase, peroxisomal",0.0531769841494274,0.414445540925916
"1116","PGPEP1","Pyroglutamyl-peptidase 1",0.0531367923215402,0.465858041631493
"1117","MIF","Macrophage migration inhibitory factor",0.0529695949516018,0.332383512524589
"1118","NT5C1A","Cytosolic 5'-nucleotidase 1A",0.0529319867673017,0.429687582389526
"1119","GGCT","Gamma-glutamylcyclotransferase",0.0529083753932706,0.447343011581275
"1120","CTSG","Cathepsin G",0.0526923497586722,0.511297644889508
"1121","AGT","Angiotensinogen",0.0526704708105843,0.491627147195263
"1122","CAST","Calpastatin",0.0522525035221584,0.390169315107472
"1123","DAD1","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1",0.0520703664006739,0.465424576338896
"1124","VPS35","Vacuolar protein sorting-associated protein 35",0.0517757591149977,0.212756040480055
"1125","KTN1","Kinectin",0.0517023889400541,0.21195886806116
"1126","ACAT1","Acetyl-CoA acetyltransferase, mitochondrial",0.0515362283957721,0.458479798843577
"1127","LIN7C","Protein lin-7 homolog C",0.0514978181463857,0.443342329380561
"1128","TOLLIP","Toll-interacting protein",0.0514950781406647,0.324087306695722
"1129","SEPTIN2","Septin-2",0.0514106968168875,0.250564519692367
"1130","EIF3G","Eukaryotic translation initiation factor 3 subunit G",0.0513923365341586,0.331907868351941
"1131","EIF2S3","Eukaryotic translation initiation factor 2 subunit 3",0.0513579180514601,0.28534022487968
"1132","SRP9","Signal recognition particle 9 kDa protein",0.0512474094332482,0.305043310250668
"1133","UQCRQ","Cytochrome b-c1 complex subunit 8",0.0512113770716827,0.439127795366114
"1134","YWHAG","14-3-3 protein gamma",0.0510464409823275,0.216485364775466
"1135","MTOR","Serine/threonine-protein kinase mTOR",0.050714261529583,0.390700953654503
"1136","SRI","Sorcin",0.0506973244548377,0.399942725951557
"1137","UBA6","Ubiquitin-like modifier-activating enzyme 6",0.0505931242115487,0.39682727620023
"1138","SND1","Staphylococcal nuclease domain-containing protein 1",0.0505621538221739,0.305466121902166
"1139","RFTN1","Raftlin",0.050547430030365,0.434493281547431
"1140","SARS1","Serine--tRNA ligase, cytoplasmic",0.0503606252575253,0.280162391043237
"1141","DLST","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",0.0503438649515964,0.422018853851196
"1142","PPP3CA","Protein phosphatase 3 catalytic subunit alpha",0.0503071704457678,0.420053603420489
"1143","MMUT","Methylmalonyl-CoA mutase, mitochondrial",0.0501981819895061,0.411974885856005
"1144","ATAD1","Outer mitochondrial transmembrane helix translocase",0.0501772974113113,0.342067801941956
"1145","ATP6V1G1","V-type proton ATPase subunit G 1",0.050125067153056,0.348167035965428
"1146","DAP3","28S ribosomal protein S29, mitochondrial",0.0501159491421497,0.407419041132695
"1147","ETFDH","Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",0.0500891530783569,0.426754187801567
"1148","IPO9","Importin-9",0.0500705311857548,0.517873798086195
"1149","CD9","CD9 antigen",0.0499891009257993,0.386720724935273
"1150","MYH14","Myosin-14",0.0499664607669139,0.310494323906647
"1151","EIF3J","Eukaryotic translation initiation factor 3 subunit J",0.0499337684648182,0.252244513412656
"1152","CCT2","T-complex protein 1 subunit beta",0.04991397085365,0.255134532425469
"1153","HINT3","Adenosine 5'-monophosphoramidase HINT3",0.0497608856561342,0.215779762841266
"1154","VCP","Transitional endoplasmic reticulum ATPase",0.0495926706620473,0.145970147564996
"1155","PTBP1","Polypyrimidine tract-binding protein 1",0.049279036266654,0.439127795366114
"1156","MICOS13","MICOS complex subunit MIC13",0.0492661406423593,0.450964700873057
"1157","SAR1B","GTP-binding protein SAR1b",0.049200770616924,0.360272660047584
"1158","FASTKD2","FAST kinase domain-containing protein 2, mitochondrial",0.04881272323974,0.401711608580049
"1159","CPNE3","Copine-3",0.0486111781306153,0.371760780173301
"1160","HEBP1","Heme-binding protein 1",0.0485684349039506,0.359043780069959
"1161","PEPD","Xaa-Pro dipeptidase",0.0483875102754183,0.360272660047584
"1162","HSP90AB1","Heat shock protein HSP 90-beta",0.0483789359463955,0.28287570227518
"1163","FBP2","Fructose-1,6-bisphosphatase isozyme 2",0.048017081359486,0.492534742257184
"1164","GLRX2","Glutaredoxin-2, mitochondrial",0.0478415923618716,0.483285149584623
"1165","NUDT16","U8 snoRNA-decapping enzyme",0.0477714857811957,0.465853016416789
"1166","RTN2","Reticulon-2",0.0477488071449166,0.398385877921
"1167","TGFBI","Transforming growth factor-beta-induced protein ig-h3",0.0474820163129142,0.404399691043647
"1168","FRMD8","FERM domain-containing protein 8",0.0471833589136885,0.488501912755406
"1169","MMGT1","ER membrane protein complex subunit 5",0.047044340217985,0.542280469046994
"1170","IGHG1","Immunoglobulin heavy constant gamma 1",0.0470263255302328,0.463189187679572
"1171","RRAGA","Ras-related GTP-binding protein A",0.0470226576173154,0.436945372214181
"1172","STAM","Signal transducing adapter molecule 1",0.0469379700848194,0.379369265498862
"1173","LRRC47","Leucine-rich repeat-containing protein 47",0.0469023677332796,0.365660030125151
"1174","ATP5F1B","ATP synthase subunit beta, mitochondrial",0.0468996834361093,0.426754187801567
"1175","TFAM","Transcription factor A, mitochondrial",0.0467819599448163,0.44747204521955
"1176","BCL2L13","Bcl-2-like protein 13",0.0466735780160779,0.348019436787492
"1177","TRIP10","Cdc42-interacting protein 4",0.0466368050409685,0.323222485983044
"1178","GRHPR","Glyoxylate reductase/hydroxypyruvate reductase",0.0465893046655381,0.332383512524589
"1179","ACTR1A","Alpha-centractin",0.0465739480741316,0.278120020008304
"1180","SRSF7","Serine/arginine-rich splicing factor 7",0.0463966023569764,0.43060835501877
"1181","ABCF1","ATP-binding cassette sub-family F member 1",0.0461684714412964,0.330620285654101
"1182","NDUFA11","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11",0.0459885299409706,0.472702635030114
"1183","SRL","Sarcalumenin",0.0457745916594838,0.34920857703958
"1184","ENY2","Transcription and mRNA export factor ENY2",0.045665618826682,0.376593446377314
"1185","WDR1","WD repeat-containing protein 1",0.045541164941195,0.269455494944084
"1186","TSNAX","Translin-associated protein X",0.0455327968705763,0.447099049209823
"1187","NDUFA5","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5",0.0451867595340474,0.430599016377042
"1188","DNPEP","Aspartyl aminopeptidase",0.0450490965570634,0.29388622367492
"1189","THEM4","Acyl-coenzyme A thioesterase THEM4",0.0450055121773456,0.504447713826936
"1190","MYL12B","Myosin regulatory light chain 12B",0.0445531032553514,0.472947543691606
