"","Gene_name","Description","log2FC_male-female","q-value","fiber_type"
"994","RPS18","40S ribosomal protein S18",0.108754780840965,0.641136137311589,"type_1"
"995","ABHD14B","Putative protein-lysine deacylase ABHD14B",0.108705750774021,0.665951126038551,"type_1"
"996","MAVS","Mitochondrial antiviral-signaling protein",0.108685236936552,0.681341109798301,"type_1"
"997","AIFM1","Apoptosis-inducing factor 1, mitochondrial",0.108683684000177,0.474581652337036,"type_1"
"998","PACSIN2","Protein kinase C and casein kinase substrate in neurons protein 2",0.108660364254419,0.569302755601934,"type_1"
"999","SND1","Staphylococcal nuclease domain-containing protein 1",0.108631777049991,0.608303314983587,"type_1"
"1000","CD44","CD44 antigen",0.108547155603226,0.753852625647015,"type_1"
"1001","SEPTIN7","Septin-7",0.108488925663979,0.723642075364072,"type_1"
"1002","CYB5A","Cytochrome b5",0.108482029957946,0.641136137311589,"type_1"
"1003","POTEI","POTE ankyrin domain family member I",0.108441692410155,0.66333597125489,"type_1"
"1004","RAB24","Ras-related protein Rab-24",0.108327078715609,0.663492134817475,"type_1"
"1005","TKT","Transketolase",0.108137410376299,0.66333597125489,"type_1"
"1006","LTN1","E3 ubiquitin-protein ligase listerin",0.107883204451873,0.724316238297175,"type_1"
"1007","TRIM72","Tripartite motif-containing protein 72",0.107787892750096,0.492563398721993,"type_1"
"1008","TMEM11","Transmembrane protein 11, mitochondrial",0.107579226971552,0.571345256532283,"type_1"
"1009","IDH3B","Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",0.107550023609061,0.536390081389004,"type_1"
"1010","AK1","Adenylate kinase isoenzyme 1",0.107478408006468,0.556281594995649,"type_1"
"1011","PSME2","Proteasome activator complex subunit 2",0.107453433711441,0.526335088226007,"type_1"
"1012","PREP","Prolyl endopeptidase",0.107447050638596,0.638485378695282,"type_1"
"1013","H4C16","Histone H4",0.107382556723145,0.619794792695112,"type_1"
"1014","CRAT","Carnitine O-acetyltransferase",0.107312259986678,0.556281594995649,"type_1"
"1015","SMARCC2","SWI/SNF complex subunit SMARCC2",0.107311351935023,0.741346408787242,"type_1"
"1016","GLO1","Lactoylglutathione lyase",0.107267369148246,0.602168061323104,"type_1"
"1017","NDUFA10","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",0.107059603500801,0.544921282383403,"type_1"
"1018","PFKFB1","6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1",0.107020534387896,0.60925434175155,"type_1"
"1019","PPP1R7","Protein phosphatase 1 regulatory subunit 7",0.106956956135095,0.556553736673669,"type_1"
"1020","PSMC2","26S proteasome regulatory subunit 7",0.106934607430047,0.40761405549502,"type_1"
"1021","MSN","Moesin",0.106836410663011,0.460373379237395,"type_1"
"1022","IMPACT","Protein IMPACT",0.106440644608314,0.702343279749541,"type_1"
"1023","RFTN1","Raftlin",0.106264302320762,0.719603252358085,"type_1"
"1024","AASDHPPT","L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase",0.106229717764592,0.645840916189469,"type_1"
"1025","RPS6","40S ribosomal protein S6",0.106169553617308,0.645840916189469,"type_1"
"1026","SEC23IP","SEC23-interacting protein",0.106076000031132,0.590744189237062,"type_1"
"1027","SLC25A24","Calcium-binding mitochondrial carrier protein SCaMC-1",0.106002854773829,0.702997010267408,"type_1"
"1028","WDR44","WD repeat-containing protein 44",0.105919295936012,0.718182562266425,"type_1"
"1029","CAPNS1","Calpain small subunit 1",0.105725749149205,0.595076643756436,"type_1"
"1030","ANXA6","Annexin A6",0.105513829663938,0.588423299275163,"type_1"
"1031","RABGGTB","Geranylgeranyl transferase type-2 subunit beta",0.105481405074645,0.675403524063458,"type_1"
"1032","H1-2","Histone H1.2",0.105128934046849,0.641136137311589,"type_1"
"1033","ACSM5","Acyl-coenzyme A synthetase ACSM5, mitochondrial",0.105081457435528,0.77129847239496,"type_1"
"1034","MRPL19","39S ribosomal protein L19, mitochondrial",0.105036142865288,0.728319881193775,"type_1"
"1035","MAP2K6","Dual specificity mitogen-activated protein kinase kinase 6",0.105025128352418,0.605773410149365,"type_1"
"1036","ALDH1B1","Aldehyde dehydrogenase X, mitochondrial",0.10495912488563,0.675403524063458,"type_1"
"1037","HNRNPC","Heterogeneous nuclear ribonucleoproteins C1/C2",0.104897109778054,0.601727854549757,"type_1"
"1038","VDAC1","Voltage-dependent anion-selective channel protein 1",0.104819908737053,0.525924086764073,"type_1"
"1039","SPARCL1","SPARC-like protein 1",0.104770283197061,0.681341109798301,"type_1"
"1040","EIF4A2","Eukaryotic initiation factor 4A-II",0.10412691749759,0.530072876593306,"type_1"
"1041","SLC35E2B","Solute carrier family 35 member E2B",0.10402983491894,0.80973180563804,"type_1"
"1042","CCT5","T-complex protein 1 subunit epsilon",0.104009004900671,0.55096847163562,"type_1"
"1043","PRKG1","cGMP-dependent protein kinase 1",0.103994191184713,0.600672044575646,"type_1"
"1044","SARS2","Serine--tRNA ligase, mitochondrial",0.10374252660068,0.556281594995649,"type_1"
"1045","GET3","ATPase GET3",0.103618417131962,0.454516280487836,"type_1"
"1046","HSP90AB1","Heat shock protein HSP 90-beta",0.103458014059633,0.645840916189469,"type_1"
"1047","IAH1","Isoamyl acetate-hydrolyzing esterase 1 homolog",0.103364849170129,0.71956653093765,"type_1"
"1048","SSR4","Translocon-associated protein subunit delta",0.103358097376216,0.564805830000171,"type_1"
"1049","PPIB","Peptidyl-prolyl cis-trans isomerase B",0.103180865586912,0.644265091537711,"type_1"
"1050","AIMP1","Aminoacyl tRNA synthase complex-interacting multifunctional protein 1",0.102966406451738,0.482874502240823,"type_1"
"1051","KLHL31","Kelch-like protein 31",0.102719560200974,0.684113975268613,"type_1"
"1052","CDC37","Hsp90 co-chaperone Cdc37",0.102580226795634,0.747537473246,"type_1"
"1053","FKBP5","Peptidyl-prolyl cis-trans isomerase FKBP5",0.102386324190988,0.721930018743367,"type_1"
"1054","UGGT1","UDP-glucose:glycoprotein glucosyltransferase 1",0.102297232755447,0.564858985004181,"type_1"
"1055","PSMD1","26S proteasome non-ATPase regulatory subunit 1",0.102199134918393,0.525924086764073,"type_1"
"1056","PFN2","Profilin-2",0.102081835653802,0.655492935057226,"type_1"
"1057","CD59","CD59 glycoprotein",0.101650600479742,0.619794792695112,"type_1"
"1058","FSD2","Fibronectin type III and SPRY domain-containing protein 2",0.101643997184173,0.611775438762262,"type_1"
"1059","CAV1","Caveolin-1",0.101626609922185,0.621690333088553,"type_1"
"1060","RTCB","RNA-splicing ligase RtcB homolog",0.101385346786371,0.460373379237395,"type_1"
"1061","ABCC9","ATP-binding cassette sub-family C member 9",0.101286705455564,0.785705263539856,"type_1"
"1062","LRRFIP1","Leucine-rich repeat flightless-interacting protein 1",0.10108982493978,0.723642075364072,"type_1"
"1063","SEPHS1","Selenide, water dikinase 1",0.100722790736087,0.700659058047923,"type_1"
"1064","PDF","Peptide deformylase, mitochondrial",0.100254886032049,0.613928861979406,"type_1"
"1065","AP1M1","AP-1 complex subunit mu-1",0.100211393447568,0.726248545873793,"type_1"
"1066","HCCS","Holocytochrome c-type synthase",0.100084815830636,0.66333597125489,"type_1"
"1067","HSPB1","Heat shock protein beta-1",0.0999647622329682,0.638758514369786,"type_1"
"1068","BROX","BRO1 domain-containing protein BROX",0.0995296737042004,0.778984761070318,"type_1"
"1069","PSMC5","26S proteasome regulatory subunit 8",0.0995129080542583,0.494223725327386,"type_1"
"1070","MAGOH","Protein mago nashi homolog",0.0993117130999224,0.719603252358085,"type_1"
"1071","KPNB1","Importin subunit beta-1",0.0990915308639746,0.482874502240823,"type_1"
"1072","ASPA","Aspartoacylase",0.0989174950595153,0.664927513456824,"type_1"
"1073","HSPA9","Stress-70 protein, mitochondrial",0.0988946640507802,0.5351692341703,"type_1"
"1074","RPL23","60S ribosomal protein L23",0.0988463257404106,0.747537473246,"type_1"
"1075","CARNS1","Carnosine synthase 1",0.0987763640076622,0.75519271129145,"type_1"
"1076","XRCC6","X-ray repair cross-complementing protein 6",0.0987759345236316,0.552695463740587,"type_1"
"1077","RCN3","Reticulocalbin-3",0.0987193388297385,0.80973180563804,"type_1"
"1078","VPS35","Vacuolar protein sorting-associated protein 35",0.0986987335000364,0.484557244095669,"type_1"
"1079","ATP5IF1","ATPase inhibitor, mitochondrial",0.0986801686699241,0.78322748992042,"type_1"
"1080","MAP2K2","Dual specificity mitogen-activated protein kinase kinase 2",0.0986670158983891,0.666280283559694,"type_1"
"1081","LANCL2","LanC-like protein 2",0.0985799440383897,0.66333597125489,"type_1"
"1082","HSPE1","10 kDa heat shock protein, mitochondrial",0.0984876765169851,0.620420465871193,"type_1"
"1083","RIDA","2-iminobutanoate/2-iminopropanoate deaminase",0.0984295315946255,0.697238209552285,"type_1"
"1084","DPYSL2","Dihydropyrimidinase-related protein 2",0.0984063626176344,0.602464644744492,"type_1"
"1085","RPS21","40S ribosomal protein S21",0.0980131399417026,0.569657932407995,"type_1"
"1086","NUDT9","ADP-ribose pyrophosphatase, mitochondrial",0.0980125764701487,0.619555778441125,"type_1"
"1087","MOB4","MOB-like protein phocein",0.0978675964296816,0.66517790689661,"type_1"
"1088","NUP133","Nuclear pore complex protein Nup133",0.0976636428984925,0.684113975268613,"type_1"
"1089","HSP90B1","Endoplasmin",0.0973252771015911,0.584699829358339,"type_1"
"1090","MAP4","Microtubule-associated protein 4",0.0970353327093463,0.624565613475131,"type_1"
"1091","ARMC1","Armadillo repeat-containing protein 1",0.0969136598204834,0.665951126038551,"type_1"
"1092","PRCP","Lysosomal Pro-X carboxypeptidase",0.0968943780699991,0.787544293614892,"type_1"
"1093","UBE2K","Ubiquitin-conjugating enzyme E2 K",0.0968926359966726,0.693499676715503,"type_1"
"1094","UBE2G1","Ubiquitin-conjugating enzyme E2 G1",0.0968160267167271,0.603640523570296,"type_1"
"1095","CAPRIN1","Caprin-1",0.0967995048139354,0.732220751981491,"type_1"
"1096","ACAD8","Isobutyryl-CoA dehydrogenase, mitochondrial",0.0966948277143764,0.619794792695112,"type_1"
"1097","ASB14","Ankyrin repeat and SOCS box protein 14",0.0964239828799816,0.726248545873793,"type_1"
"1098","EEF1B2","Elongation factor 1-beta",0.0958554330739396,0.640823624265737,"type_1"
"1099","PAM16","Mitochondrial import inner membrane translocase subunit TIM16",0.0958211754195162,0.621690333088553,"type_1"
"1100","CARM1","Histone-arginine methyltransferase CARM1",0.0955830027562357,0.525924086764073,"type_1"
"1101","MRPL15","39S ribosomal protein L15, mitochondrial",0.0945791665368745,0.747581029752653,"type_1"
"1102","AP2M1","AP-2 complex subunit mu",0.0944121776072571,0.668971055573299,"type_1"
"1103","CTSB","Cathepsin B",0.094356066205231,0.702343279749541,"type_1"
"1104","PARK7","Parkinson disease protein 7",0.094330085833537,0.639866312431694,"type_1"
"1105","PPME1","Protein phosphatase methylesterase 1",0.094301761870863,0.525924086764073,"type_1"
"1106","MPP1","55 kDa erythrocyte membrane protein",0.0942932071661602,0.726195683644792,"type_1"
"1107","PRRC2A","Protein PRRC2A",0.0939609477282346,0.778972653145995,"type_1"
"1108","HYOU1","Hypoxia up-regulated protein 1",0.0938034504197205,0.598289499180772,"type_1"
"1109","ITGA1","Integrin alpha-1",0.093697711208911,0.730391315440388,"type_1"
"1110","CLASP1","CLIP-associating protein 1",0.0935011182791996,0.74726655612705,"type_1"
"1111","MRPL45","39S ribosomal protein L45, mitochondrial",0.0934458183118583,0.711057145763265,"type_1"
"1112","PFDN4","Prefoldin subunit 4",0.0934034482028014,0.69897364839231,"type_1"
"1113","DHRS7","Dehydrogenase/reductase SDR family member 7",0.0933490326605035,0.652627932736845,"type_1"
"1114","HNRNPA2B1","Heterogeneous nuclear ribonucleoproteins A2/B1",0.0932227737921227,0.526335088226007,"type_1"
"1115","PSMB1","Proteasome subunit beta type-1",0.0931646133683941,0.645840916189469,"type_1"
"1116","STAM","Signal transducing adapter molecule 1",0.0926995437041995,0.686880418501654,"type_1"
"1117","TUBA8","Tubulin alpha-8 chain",0.0925859417979442,0.718182562266425,"type_1"
"1118","CFL2","Cofilin-2",0.0924753194726726,0.619794792695112,"type_1"
"1119","WARS1","Tryptophan--tRNA ligase, cytoplasmic",0.0923947812254333,0.646587300025481,"type_1"
"1120","DNAJA3","DnaJ homolog subfamily A member 3, mitochondrial",0.0922385968009003,0.601062047641235,"type_1"
"1121","MRPS18B","28S ribosomal protein S18b, mitochondrial",0.0920910488121507,0.706786354504255,"type_1"
"1122","GALM","Galactose mutarotase",0.0919377505770296,0.718182562266425,"type_1"
"1123","HADHB","Trifunctional enzyme subunit beta, mitochondrial",0.091760338760885,0.641279097398825,"type_1"
"1124","MT-CO3","Cytochrome c oxidase subunit 3",0.0913300933801278,0.762689976204073,"type_1"
"1125","RAB14","Ras-related protein Rab-14",0.0913213177012935,0.619794792695112,"type_1"
"1126","CALR","Calreticulin",0.0909631139026956,0.560182986303947,"type_1"
"1127","SEPTIN2","Septin-2",0.0905995371834685,0.55096847163562,"type_1"
"1128","LGALS1","Galectin-1",0.0905977249389167,0.744255529366704,"type_1"
"1129","CSDE1","Cold shock domain-containing protein E1",0.0904286652424506,0.680170410294474,"type_1"
"1130","TYMP","Thymidine phosphorylase",0.0903321900156993,0.730917775228009,"type_1"
"1131","CFL1","Cofilin-1",0.0901397640112016,0.71334888973635,"type_1"
"1132","HMOX2","Heme oxygenase 2",0.0899997544491775,0.641279097398825,"type_1"
"1133","MAP2K1","Dual specificity mitogen-activated protein kinase kinase 1",0.0899305560921917,0.666609090076324,"type_1"
"1134","STOML2","Stomatin-like protein 2, mitochondrial",0.089908941111668,0.741223558996122,"type_1"
"1135","LRRC39","Leucine-rich repeat-containing protein 39",0.0895792610507495,0.691105480681722,"type_1"
"1136","OGDH","2-oxoglutarate dehydrogenase complex component E1",0.0895105290274216,0.611356494645403,"type_1"
"1137","ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase",0.089184589038684,0.738272658179322,"type_1"
"1138","ALDH16A1","Aldehyde dehydrogenase family 16 member A1",0.0891345922408693,0.786854057020804,"type_1"
"1139","YME1L1","ATP-dependent zinc metalloprotease YME1L1",0.0888882835943612,0.74726655612705,"type_1"
"1140","ENO1","Alpha-enolase",0.0888674742724724,0.614902536812847,"type_1"
"1141","CD81","CD81 antigen",0.0888546073536052,0.786949246310867,"type_1"
"1142","EMC4","ER membrane protein complex subunit 4",0.0888123274164361,0.665951126038551,"type_1"
"1143","MCM2","DNA replication licensing factor MCM2",0.0887990147031825,0.751125223164552,"type_1"
"1144","SHMT2","Serine hydroxymethyltransferase, mitochondrial",0.0886880879184329,0.641279097398825,"type_1"
"1145","RAC1","Ras-related C3 botulinum toxin substrate 1",0.0886873517636548,0.585292006264873,"type_1"
"1146","PERM1","PGC-1 and ERR-induced regulator in muscle protein 1",0.0884514823457465,0.643392469070523,"type_1"
"1147","KHDRBS1","KH domain-containing, RNA-binding, signal transduction-associated protein 1",0.0884075008643617,0.762689976204073,"type_1"
"1148","ECI1","Enoyl-CoA delta isomerase 1, mitochondrial",0.0879948423652248,0.621690333088553,"type_1"
"1149","AKR1A1","Aldo-keto reductase family 1 member A1",0.0878120506877487,0.666263220511357,"type_1"
"1150","CAMK2B","Calcium/calmodulin-dependent protein kinase type II subunit beta",0.0875453809917133,0.602464644744492,"type_1"
"1151","EEFSEC","Selenocysteine-specific elongation factor",0.0874047901595638,0.741346408787242,"type_1"
"1152","GAA","Lysosomal alpha-glucosidase",0.0872477029278684,0.704634489085432,"type_1"
"1153","DYNLL2","Dynein light chain 2, cytoplasmic",0.0872379670970478,0.619794792695112,"type_1"
"1154","DNAJA2","DnaJ homolog subfamily A member 2",0.0868691421899186,0.606340549197899,"type_1"
"1155","GAMT","Guanidinoacetate N-methyltransferase",0.0868194434062399,0.619794792695112,"type_1"
"1156","DDX39B","Spliceosome RNA helicase DDX39B",0.0867827183738825,0.619794792695112,"type_1"
"1157","VPS29","Vacuolar protein sorting-associated protein 29",0.0867324155292426,0.592520009811549,"type_1"
"1158","PHIP","PH-interacting protein",0.0867032137828545,0.813553384032734,"type_1"
"1159","P4HA1","Prolyl 4-hydroxylase subunit alpha-1",0.0865914274420483,0.730917775228009,"type_1"
"1160","TMEM43","Transmembrane protein 43",0.0863078893003522,0.645840916189469,"type_1"
"1161","ORAI1","Calcium release-activated calcium channel protein 1",0.085910953660651,0.754939287997062,"type_1"
"1162","PSMC4","26S proteasome regulatory subunit 6B",0.085863732430612,0.556281594995649,"type_1"
"1163","KPNA4","Importin subunit alpha-3",0.0858001980798093,0.611775438762262,"type_1"
"1164","LSM8","U6 snRNA-associated Sm-like protein LSm8",0.0856822826706729,0.762689976204073,"type_1"
"1165","RPL6","60S ribosomal protein L6",0.0856499246211264,0.690072591484105,"type_1"
"1166","ARIH1","E3 ubiquitin-protein ligase ARIH1",0.0856423738636813,0.610036082295685,"type_1"
"1167","MAPK14","Mitogen-activated protein kinase 14",0.0855281878465863,0.621690333088553,"type_1"
"1168","REEP5","Receptor expression-enhancing protein 5",0.0852777389027981,0.655492935057226,"type_1"
"1169","CMPK1","UMP-CMP kinase",0.0850282818716117,0.62174734565842,"type_1"
"1170","TMEM65","Transmembrane protein 65",0.0849162349368164,0.721003628377498,"type_1"
"1171","NDUFA11","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11",0.0848344192343795,0.717082413908865,"type_1"
