"","Gene_name","Description","log2FC_post-pre","q-value","sex","fiber_type"
"3027","HOOK3","Protein Hook homolog 3",0.282821503764083,0.222491361950664,"male","type_1"
"3028","ARL8A","ADP-ribosylation factor-like protein 8A",0.282648661935781,0.492024348056169,"male","type_1"
"3029","PREB","Prolactin regulatory element-binding protein",0.281343802319203,0.152563206861064,"male","type_1"
"3030","GSN","Gelsolin",0.279924783043768,0.152563206861064,"male","type_1"
"3031","ATP1A1","Sodium/potassium-transporting ATPase subunit alpha-1",0.279005052742571,0.256274567450191,"male","type_1"
"3032","TMSB4X","Thymosin beta-4",0.276101801856667,0.312502280028729,"male","type_1"
"3033","NCK2","Cytoplasmic protein NCK2",0.275862887479308,0.312502280028729,"male","type_1"
"3034","CACYBP","Calcyclin-binding protein",0.275387696155546,0.152563206861064,"male","type_1"
"3035","CTNNB1","Catenin beta-1",0.273398552833934,0.634366006570014,"male","type_1"
"3036","CAMK2D","Calcium/calmodulin-dependent protein kinase type II subunit delta",0.272768112205531,0.0929060997279992,"male","type_1"
"3037","KIAA1191","Putative monooxygenase p33MONOX",0.272162224967024,0.599209452711783,"male","type_1"
"3038","EEFSEC","Selenocysteine-specific elongation factor",0.271413480970155,0.252518334806825,"male","type_1"
"3039","TPD52","Tumor protein D52",0.269646295647512,0.589303281772019,"male","type_1"
"3040","SLC16A1","Monocarboxylate transporter 1",0.269645688031952,0.152563206861064,"male","type_1"
"3041","ACTG1","Actin, cytoplasmic 2",0.266629632205735,0.639751890121852,"male","type_1"
"3042","MYH10","Myosin-10",0.264614726794459,0.25297219046439,"male","type_1"
"3043","HBS1L","HBS1-like protein",0.26410923480084,0.539072911670035,"male","type_1"
"3044","FTL","Ferritin light chain",0.263847184515484,0.625108830111515,"male","type_1"
"3045","HSPE1","10 kDa heat shock protein, mitochondrial",0.263482531281316,0.152676666985124,"male","type_1"
"3046","DYNLT3","Dynein light chain Tctex-type 3",0.262948265271069,0.452414884834381,"male","type_1"
"3047","CHCHD2","Coiled-coil-helix-coiled-coil-helix domain-containing protein 2",0.2625643147232,0.333350096329745,"male","type_1"
"3048","CFB","Complement factor B",0.261973067799213,0.472175895504006,"male","type_1"
"3049","ATRN","Attractin",0.260617103359335,0.298743060324911,"male","type_1"
"3050","UBE2D3","Ubiquitin-conjugating enzyme E2 D3",0.260555985662483,0.656400078818773,"male","type_1"
"3051","CLTB","Clathrin light chain B",0.258214799227748,0.252518334806825,"male","type_1"
"3052","DNAJA4","DnaJ homolog subfamily A member 4",0.257761170651083,0.278801344712571,"male","type_1"
"3053","STX12","Syntaxin-12",0.256190475436503,0.656400078818773,"male","type_1"
"3054","NUBPL","Iron-sulfur protein NUBPL",0.256187520213349,0.409742027693827,"male","type_1"
"3055","HCCS","Holocytochrome c-type synthase",0.254627692782318,0.152563206861064,"male","type_1"
"3056","TIMM23","Mitochondrial import inner membrane translocase subunit Tim23",0.253881407168739,0.625799605409264,"male","type_1"
"3057","CLASP1","CLIP-associating protein 1",0.253516347703819,0.417441785190358,"male","type_1"
"3058","CASP3","Caspase-3",0.25346793716121,0.175149613041462,"male","type_1"
"3059","CAMKV","CaM kinase-like vesicle-associated protein",0.252835255825373,0.723785872779986,"male","type_1"
"3060","CCAR2","Cell cycle and apoptosis regulator protein 2",0.252580979073983,0.269399115409875,"male","type_1"
"3061","SQSTM1","Sequestosome-1",0.252168608848283,0.25297219046439,"male","type_1"
"3062","FABP4","Fatty acid-binding protein, adipocyte",0.251846452843168,0.254973010422574,"male","type_1"
"3063","SEPTIN11","Septin-11",0.251357124250534,0.298743060324911,"male","type_1"
"3064","TAB1","TGF-beta-activated kinase 1 and MAP3K7-binding protein 1",0.249616337644142,0.29070809586667,"male","type_1"
"3065","HYOU1","Hypoxia up-regulated protein 1",0.24936052700845,0.152563206861064,"male","type_1"
"3066","SSR1","Translocon-associated protein subunit alpha",0.249142616506058,0.610480356648466,"male","type_1"
"3067","TOMM20","Mitochondrial import receptor subunit TOM20 homolog",0.249105602590443,0.465175150800286,"male","type_1"
"3068","ECH1","Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",0.247948585158436,0.170196535724038,"male","type_1"
"3069","LASP1","LIM and SH3 domain protein 1",0.247673332275022,0.312886484057029,"male","type_1"
"3070","PDK2","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",0.246838005750927,0.397321238087183,"male","type_1"
"3071","CNPY2","Protein canopy homolog 2",0.245028458875284,0.453762228868037,"male","type_1"
"3072","BOLA2B","BolA-like protein 2",0.243558934554301,0.152563206861064,"male","type_1"
"3073","NMT1","Glycylpeptide N-tetradecanoyltransferase 1",0.242987426529991,0.611354589572628,"male","type_1"
"3074","AKR1C3","Aldo-keto reductase family 1 member C3",0.24261137409804,0.566303709782996,"male","type_1"
"3075","TPM4","Tropomyosin alpha-4 chain",0.242605007682977,0.260815236640805,"male","type_1"
"3076","PRKAR1B","cAMP-dependent protein kinase type I-beta regulatory subunit",0.242090877032387,0.537512860525464,"male","type_1"
"3077","UNC45B","Protein unc-45 homolog B",0.241891013053309,0.286862174851854,"male","type_1"
"3078","PTPN11","Tyrosine-protein phosphatase non-receptor type 11",0.241258601491062,0.152563206861064,"male","type_1"
"3079","RCN2","Reticulocalbin-2",0.239274755945749,0.220065460919062,"male","type_1"
"3080","CSMD3","CUB and sushi domain-containing protein 3",0.238851307220651,0.64339451137446,"male","type_1"
"3081","COL6A6","Collagen alpha-6(VI) chain",0.237709199151226,0.605931533264549,"male","type_1"
"3082","RPL26L1","60S ribosomal protein L26-like 1",0.237284877161096,0.51397373926114,"male","type_1"
"3083","DAP3","28S ribosomal protein S29, mitochondrial",0.235867813185401,0.238249971425796,"male","type_1"
"3084","PLIN2","Perilipin-2",0.235610100781996,0.522953831712003,"male","type_1"
"3085","MYH1","Myosin-1",0.235410108814939,0.722081361845769,"male","type_1"
"3086","FBXO40","F-box only protein 40",0.234940627651655,0.585621460883866,"male","type_1"
"3087","MARS1","Methionine--tRNA ligase, cytoplasmic",0.234874060640236,0.302763276274036,"male","type_1"
"3088","BCAP29","B-cell receptor-associated protein 29",0.234335520128763,0.436989678674059,"male","type_1"
"3089","DCD","Dermcidin",0.233707837824957,0.64316191989729,"male","type_1"
"3090","DENND10","DENN domain-containing protein 10",0.233587153951641,0.462409332236512,"male","type_1"
"3091","LYRM7","Complex III assembly factor LYRM7",0.233451760518454,0.258580042676587,"male","type_1"
"3092","PDLIM2","PDZ and LIM domain protein 2",0.232800932366102,0.547681560451244,"male","type_1"
"3093","SPARC","SPARC",0.231585182904958,0.408545057542791,"male","type_1"
"3094","SHMT2","Serine hydroxymethyltransferase, mitochondrial",0.231195947029667,0.152563206861064,"male","type_1"
"3095","RPA3","Replication protein A 14 kDa subunit",0.23113935873852,0.383546000151355,"male","type_1"
"3096","PTGR1","Prostaglandin reductase 1",0.230817910994649,0.418621580000568,"male","type_1"
"3097","RUVBL2","RuvB-like 2",0.230440147577156,0.561450783078567,"male","type_1"
"3098","ANP32A","Acidic leucine-rich nuclear phosphoprotein 32 family member A",0.229926545650285,0.522834444398211,"male","type_1"
"3099","NACA","Nascent polypeptide-associated complex subunit alpha, muscle-specific form",0.229289782559933,0.364989267551517,"male","type_1"
"3100","UBXN6","UBX domain-containing protein 6",0.229055405109502,0.664832085198667,"male","type_1"
"3101","VAMP2","Vesicle-associated membrane protein 2",0.228496079713979,0.520570724354125,"male","type_1"
"3102","AGBL1","Cytosolic carboxypeptidase 4",0.228090457222317,0.607196990128617,"male","type_1"
"3103","IDH3B","Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",0.226873257573718,0.125194255438433,"male","type_1"
"3104","APOH","Beta-2-glycoprotein 1",0.2266937365531,0.521408878895534,"male","type_1"
"3105","NRP1","Neuropilin-1",0.226388582521272,0.533201425124333,"male","type_1"
"3106","MRPS10","28S ribosomal protein S10, mitochondrial",0.225713585138031,0.5123792311292,"male","type_1"
"3107","UACA","Uveal autoantigen with coiled-coil domains and ankyrin repeats",0.224471277162278,0.353676304139019,"male","type_1"
"3108","COL18A1","Collagen alpha-1(XVIII) chain",0.223849723068312,0.360341332284511,"male","type_1"
"3109","JUP","Junction plakoglobin",0.223545144765477,0.708195524070749,"male","type_1"
"3110","HP1BP3","Heterochromatin protein 1-binding protein 3",0.223476011229636,0.462409332236512,"male","type_1"
"3111","MT-CYB","Cytochrome b",0.222725917373241,0.374171615738056,"male","type_1"
"3112","ILVBL","2-hydroxyacyl-CoA lyase 2",0.222649763624268,0.298743060324911,"male","type_1"
"3113","LAMA5","Laminin subunit alpha-5",0.222600966362796,0.585621460883866,"male","type_1"
"3114","SRCIN1","SRC kinase signaling inhibitor 1",0.222587085292195,0.585621460883866,"male","type_1"
"3115","GPC4","Glypican-4",0.221244174202821,0.616503403715638,"male","type_1"
"3116","BORCS7","BLOC-1-related complex subunit 7",0.220951974853564,0.304015755181849,"male","type_1"
"3117","SRPK2","SRSF protein kinase 2",0.220086031874404,0.64316191989729,"male","type_1"
"3118","POTEE","POTE ankyrin domain family member E",0.22002557208805,0.473789497631109,"male","type_1"
"3119","TIMM21","Mitochondrial import inner membrane translocase subunit Tim21",0.219970538430108,0.362464234936547,"male","type_1"
"3120","SQOR","Sulfide:quinone oxidoreductase, mitochondrial",0.21995043720473,0.45871463920571,"male","type_1"
"3121","GLUL","Glutamine synthetase",0.219943782401257,0.585621460883866,"male","type_1"
"3122","CREG1","Protein CREG1",0.218758537239641,0.696862038798268,"male","type_1"
"3123","TNNC2","Troponin C, skeletal muscle",0.218585414485526,0.712631987968291,"male","type_1"
"3124","HPX","Hemopexin",0.218315625058372,0.374171615738056,"male","type_1"
"3125","CNN3","Calponin-3",0.216859179349086,0.356276891983337,"male","type_1"
"3126","UFM1","Ubiquitin-fold modifier 1",0.216848552393985,0.364989267551517,"male","type_1"
"3127","AP2S1","AP-2 complex subunit sigma",0.216585639958309,0.61676388901075,"male","type_1"
"3128","THTPA","Thiamine-triphosphatase",0.216420831999848,0.63124360010309,"male","type_1"
"3129","UBR3","E3 ubiquitin-protein ligase UBR3",0.216197522888463,0.298743060324911,"male","type_1"
"3130","PRDX4","Peroxiredoxin-4",0.215990183232783,0.180067092717638,"male","type_1"
"3131","APOC1","Apolipoprotein C-I",0.215653113761862,0.620472370582092,"male","type_1"
"3132","S100A10","Protein S100-A10",0.215447202781533,0.296253969174693,"male","type_1"
"3133","CSRP3","Cysteine and glycine-rich protein 3",0.215359186509481,0.286862174851854,"male","type_1"
"3134","SSU72","RNA polymerase II subunit A C-terminal domain phosphatase SSU72",0.215043065759613,0.635347569896765,"male","type_1"
"3135","HMGCL","Hydroxymethylglutaryl-CoA lyase, mitochondrial",0.214937334883166,0.238249971425796,"male","type_1"
"3136","MYH3","Myosin-3",0.214722811421399,0.610480356648466,"male","type_1"
"3137","HLA-B","HLA class I histocompatibility antigen, B alpha chain",0.214632992158943,0.520570724354125,"male","type_1"
"3138","CIAPIN1","Anamorsin",0.214560852919124,0.29070809586667,"male","type_1"
"3139","CSPG4","Chondroitin sulfate proteoglycan 4",0.2138909029937,0.436989678674059,"male","type_1"
"3140","MAST4","Microtubule-associated serine/threonine-protein kinase 4",0.213674972554294,0.629550792119351,"male","type_1"
"3141","ACSS3","Acyl-CoA synthetase short-chain family member 3, mitochondrial",0.213562090515044,0.550703870494571,"male","type_1"
"3142","MFF","Mitochondrial fission factor",0.212459190223662,0.304015755181849,"male","type_1"
"3143","PPP6R2","Serine/threonine-protein phosphatase 6 regulatory subunit 2",0.211795496660862,0.593302587147324,"male","type_1"
"3144","PGRMC1","Membrane-associated progesterone receptor component 1",0.211454628835192,0.441431631013075,"male","type_1"
"3145","IGHG2","Immunoglobulin heavy constant gamma 2",0.211120666163303,0.593302587147324,"male","type_1"
"3146","IGHG3","Immunoglobulin heavy constant gamma 3",0.21104941130587,0.585621460883866,"male","type_1"
"3147","ALG5","Dolichyl-phosphate beta-glucosyltransferase",0.210764138039224,0.664832085198667,"male","type_1"
"3148","ACTN4","Alpha-actinin-4",0.210754138861411,0.283883088737394,"male","type_1"
"3149","C8A","Complement component C8 alpha chain",0.210494110123257,0.595487144507665,"male","type_1"
"3150","SMIM11","Small integral membrane protein 11",0.210357147255717,0.637770447839604,"male","type_1"
"3151","CASP14","Caspase-14",0.210264824578893,0.683451492041373,"male","type_1"
"3152","ACSL3","Fatty acid CoA ligase Acsl3",0.210063937361456,0.152563206861064,"male","type_1"
"3153","DHRS7","Dehydrogenase/reductase SDR family member 7",0.209746307576959,0.238726533752874,"male","type_1"
"3154","SEC24C","Protein transport protein Sec24C",0.209662298217605,0.296253969174693,"male","type_1"
"3155","ATP1B1","Sodium/potassium-transporting ATPase subunit beta-1",0.209513655627049,0.0929060997279992,"male","type_1"
"3156","PDK1","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",0.209053546499383,0.472175895504006,"male","type_1"
"3157","CD93","Complement component C1q receptor",0.208907166462952,0.587494300989096,"male","type_1"
"3158","ABRACL","Costars family protein ABRACL",0.208113654947441,0.520570724354125,"male","type_1"
"3159","SNX21","Sorting nexin-21",0.208043065893763,0.520570724354125,"male","type_1"
"3160","RAB9A","Ras-related protein Rab-9A",0.207203398517635,0.614647218635482,"male","type_1"
"3161","PML","Protein PML",0.207128223092587,0.472175895504006,"male","type_1"
"3162","FBLN5","Fibulin-5",0.207064521872901,0.588904450819873,"male","type_1"
"3163","GMPS","GMP synthase [glutamine-hydrolyzing]",0.206805952479286,0.595487144507665,"male","type_1"
"3164","SLC2A4","Solute carrier family 2, facilitated glucose transporter member 4",0.206156799139073,0.42861028201777,"male","type_1"
"3165","RASA4","Ras GTPase-activating protein 4",0.206029057383152,0.550857696982403,"male","type_1"
"3166","SPTBN1","Spectrin beta chain, non-erythrocytic 1",0.205416155691484,0.152563206861064,"male","type_1"
"3167","SLK","STE20-like serine/threonine-protein kinase",0.205082937604356,0.656400078818773,"male","type_1"
"3168","ANXA2","Annexin A2",0.20480371499621,0.296253969174693,"male","type_1"
"3169","NDUFV3","NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",0.204509467761801,0.616838698784333,"male","type_1"
"3170","PLCB1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",0.204428230429842,0.656400078818773,"male","type_1"
"3171","CORO1B","Coronin-1B",0.204086087123391,0.427924453037641,"male","type_1"
"3172","HMOX2","Heme oxygenase 2",0.20361440372786,0.254973010422574,"male","type_1"
"3173","EMC1","ER membrane protein complex subunit 1",0.203415874023644,0.351623321431999,"male","type_1"
"3174","GGA1","ADP-ribosylation factor-binding protein GGA1",0.203242392106374,0.585621460883866,"male","type_1"
"3175","PRKCQ","Protein kinase C theta type",0.203081330796934,0.42861028201777,"male","type_1"
"3176","SRSF4","Serine/arginine-rich splicing factor 4",0.20295826796597,0.29070809586667,"male","type_1"
"3177","GMPR2","GMP reductase 2",0.202936247810053,0.520570724354125,"male","type_1"
"3178","RPL18","60S ribosomal protein L18",0.202837703423834,0.502145074848375,"male","type_1"
"3179","PLS3","Plastin-3",0.202824835047197,0.258580042676587,"male","type_1"
"3180","DDX23","Probable ATP-dependent RNA helicase DDX23",0.202337402516791,0.637770447839604,"male","type_1"
"3181","TRDN","Triadin",0.202207516590914,0.600696979728296,"male","type_1"
"3182","REEP5","Receptor expression-enhancing protein 5",0.202091708913233,0.25297219046439,"male","type_1"
"3183","ETF1","Eukaryotic peptide chain release factor subunit 1",0.201717228339428,0.561450783078567,"male","type_1"
"3184","TBRG4","FAST kinase domain-containing protein 4",0.200561790389534,0.48673995646945,"male","type_1"
"3185","DBN1","Drebrin",0.200368780145276,0.5925151431691,"male","type_1"
"3186","HOMER3","Homer protein homolog 3",0.20024922765413,0.558552711703488,"male","type_1"
"3187","ERO1A","ERO1-like protein alpha",0.200040219157327,0.280941034858811,"male","type_1"
"3188","ASPN","Asporin",0.198778508214168,0.660499364284766,"male","type_1"
"3189","JSRP1","Junctional sarcoplasmic reticulum protein 1",0.198533336165472,0.508045256478706,"male","type_1"
"3190","NFS1","Cysteine desulfurase",0.198358073595658,0.567510574036846,"male","type_1"
"3191","LAMB1","Laminin subunit beta-1",0.198351788579942,0.254973010422574,"male","type_1"
